commit	date	subject	tags	groups	file_count
4a9ee7e00050a7181d99b22b256cded6b52827e5	2023-10-26	(Release) Incremented version to 0.11.145.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
89adda40bc7e3d11f57340ea62304242f81b64b0	2023-10-26	Merge commit 'd5fd60c17404ff0f9c2c1fd5174d2ae152747653' into HEAD			0
37832a624790f80b740dbc3c1dceaaa80449a22f	2023-10-24	(Release) Incremented version to 0.11.145.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
fa8d5197c73762a5f771ec839771877fa4687208	2023-10-24	(ByteCode JVM) Allow multiple class files in a binary specimen	area:src;area:tests;drop:frontend-other;inventory:autotools;src:frontend;src:rose	autotools;src/Rose;src/frontend/OTHER;tests	62
d5fd60c17404ff0f9c2c1fd5174d2ae152747653	2023-10-24	(Cleanup) Remove unused scripts.	area:scripts;drop:php;drop:platform;inventory:autotools	autotools;scripts	250
aaed6ec6877b852c0c9f3fc8bf32baaba65b641d	2023-10-24	(Cleanup) Removed unused files.		.gitlab-binary-analysis.yml;.gitlab-fullrelease.yaml;stamp-h.in;stamp-h1.in;winspecific	36
f49274752197b15a9fbfd0cd4d68a8745388557c	2023-10-24	(Cleanup) Remove old documents.	area:cmake;area:docs	build;cmake;cuda-headers.tgz;docs	274
aa57ab88fb61760cb91fd589a7617ec5e9a2202e	2023-10-23	(Release) Incremented version to 0.11.145.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
05d80f1977c95918ecd7ecb9de8ae51a8154d7cf	2023-10-23	Merge commit 'ba0f6fa3042054bce47afa794ba95a755d504f0f' into HEAD			0
ba0f6fa3042054bce47afa794ba95a755d504f0f	2023-10-23	(Ada) Fix multi-object decl w/ initializer rep.	area:src;drop:frontend-other;src:frontend;src:frontend:sage	src/frontend/OTHER;src/frontend/SageIII	3
e57fb090e26b2a747bab41d05a0b9a6899d88df4	2023-10-22	(ROSE) Incremented version to 0.11.145.0	area:cmake;inventory:autotools	autotools;topfiles	2
c5b9b286a57c3001f44f12279296a213941f1ac2	2023-10-20	(Release) Incremented version to 0.11.144.10	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
9dfc73ed0bc3295d09da26b33e06909a5f45a928	2023-10-20	Merge commit 'f79ac83d980f6102b86f12d2cf12f03760c48627' into HEAD			0
f79ac83d980f6102b86f12d2cf12f03760c48627	2023-10-20	(LoopProcessing) Fix Windows compilation errors due to naming conflicts in methods named GetClassName and in variables nameed interface.	area:src;src:midend	src/midend	12
1243bec075cbd36dffcc07f5e2d602ea85cf9d8c	2023-10-18	(ProgramAnalysis) Revise user interface for mod-read-call set analysis.	area:src;area:tests;src:midend	src/midend;tests	26
004aad6ae06b38e8aabb834bd949fbc47e6f6577	2023-10-17	(Release) Incremented version to 0.11.144.9	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
560dce237ec1ee975d1d7e00f68360389c606eaa	2023-10-16	(ByteCode JVM) Allow multiple class files in a binary specimen	area:src;area:tests;src:rose	src/Rose;tests	21
6abff4d6d1338d1769da18a7ed69ad4848c44086	2023-10-16	(Release) Incremented version to 0.11.144.8	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
9a9e3dc325374e744d4c45716f99073c8042538a	2023-10-16	Merge commit '04b68a507e3b05140202455cdc930014c126bd1f' into HEAD			0
d06f40609038a12d3013e6f496452777a060e969	2023-10-16	(Release) Incremented version to 0.11.144.7	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
4187176a623a5765cda5645b1b5e4a1bb166d4cf	2023-10-16	Merge commit '5cd6410ffcfb71f7a9014ba22e7b57fc9afc8f80' into HEAD			0
04b68a507e3b05140202455cdc930014c126bd1f	2023-10-16	(Rosebud) Added Rosebud::tag attribute for class definitions	area:docs;area:src	src	4
fe863768e0296f7de8c43153fc29a7f9efe91f4e	2023-10-16	(Rosebud) Improved documentation	area:docs;area:src	src	1
0cf7d16cf98e7f65787ec0e2659d033ef3c5b55c	2023-10-16	(Rosebud) Avoid marking class as boost serializable when it isn't	area:src	src	1
70dcfe4e7700c3663bbc203d1d8f95bf78f859fb	2023-10-16	(Rosebud) Added Rosebud::suppress attribute to suppress code generation	area:docs;area:src	src	4
a517dc7b26a4eacd816da19f0be98ac55d428973	2023-10-16	(Rosebud) Added Rosetta::cloneptr property attribute	area:docs;area:src	src	3
7c55fa4ce49319f435641b9b3d0bafb6812373d8	2023-10-16	(Rosebud) Fixed minor typo in Rosebud documentation	area:src	src	1
5cd6410ffcfb71f7a9014ba22e7b57fc9afc8f80	2023-10-13	(Ada) unparse requeue "with abort"	area:src;drop:frontend-other;src:backend:unparser;src:frontend	src/backend/unparser;src/frontend/OTHER	3
7b399b87ac30a5d31e4b1b091b7b92365ddbfcde	2023-10-13	(Release) Incremented version to 0.11.144.6	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
1e8022055a671f05d967b8057e291e20d1e115b2	2023-10-13	(ROSETTA) Removed empty expression code fragements	area:src;src:rosetta	src;src/ROSETTA	4
8f844871ae049f10e04cedd04c7040504d912bbe	2023-10-12	(Release) Incremented version to 0.11.144.5	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
18e14ddb4e44db2b51291a0470f4a4eec609e393	2023-10-12	(ROSETTA) Reorg expression.C in preparation for Rosebud	area:src;src:rosetta	src/ROSETTA	2
5bd43e1b51c04bac203ce34b224356f57f603324	2023-10-12	(Release) Incremented version to 0.11.144.4	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
a243f7ee3eb253bc3e3476fc628159029cea8084	2023-10-12	(Binary Analysis) New data-flow debugging tool	area:src;area:tools;src:rose	src/Rose;tools	5
73a0f7a0e738e1473748b0e01b363f2edb64c20f	2023-10-11	(Release) Incremented version to 0.11.144.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
9a1638516087ca0ba4468c0de2f0118863a071d2	2023-10-11	Merge commit '66d5d1c02f8d99cc683bd7a1e64148cee3692b8c' into HEAD			0
66d5d1c02f8d99cc683bd7a1e64148cee3692b8c	2023-10-11	(Ada) Consider discriminants in name qualification	area:src;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage	src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII	8
51d2bb2dbdfcb17f26d65869714a9896f2a26ea4	2023-10-10	(Ada) exception block unparsing	area:src;src:backend:unparser;src:frontend;src:frontend:sage	src/backend/unparser;src/frontend/SageIII	3
3a21c04ab7c4c368a588138072cda02ec5d6fe44	2023-10-10	(Release) Incremented version to 0.11.144.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6dda98f1e8eba842a97178b17e4144b1a76cd938	2023-10-10	(ByteCode JVM) Add a comment to getstatic and putstatic instructions	area:src;src:rose	src/Rose	2
7ba8ee1332751b9b83f5f02181e8ad762fb571e6	2023-10-09	(Release) Incremented version to 0.11.144.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
2c16650156fed10446d01ecfcd23037941d434c5	2023-10-09	Merge commit 'c23504e85f8648f7e9eda7947273ef2071a6ccc3' into HEAD			0
c23504e85f8648f7e9eda7947273ef2071a6ccc3	2023-10-09	(ByteCode JVM) Add a comment to getstatic and putstatic instructions	area:src;src:rose	src/Rose	2
8a3466892f065e6316881b6088b40db1bc581adb	2023-10-09	(Release) Incremented version to 0.11.144.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
7111d6e5829a2b48fc081aa849e4fb49227fb13b	2023-10-09	Merge commit 'bb1857fe5b3870622b19e07172d3aa361e6ae5e5' into HEAD			0
b727e6aa92b8403b0e39a197bb22c422ac78cc2e	2023-10-08	(ROSE) Incremented version to 0.11.144.0	area:cmake;inventory:autotools	autotools;topfiles	2
bb1857fe5b3870622b19e07172d3aa361e6ae5e5	2023-10-07	(Ada) revise testing	area:tests	tests	2
039fcd3839fe249bb4cab6eef7839b7381cd6a07	2023-10-07	(Ada) Fix namequalification for local overloads	area:src;area:tests;drop:frontend-other;src:backend:unparser;src:frontend	src/backend/unparser;src/frontend/OTHER;tests	14
bd778ac31e269e780c63bc47c92eea4a0e942cfd	2023-10-07	(Ada) Create enumerator symbols	area:src;drop:frontend-other;src:backend:unparser;src:frontend	src/backend/unparser;src/frontend/OTHER	5
77b9177453bdb466cbf0e361a657b9e6ff74f6dd	2023-10-07	(Ada) Support Aspects on all declarations	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	1
6efeef6e21dd45d7454007e8962917187bbcd452	2023-10-04	(Release) Incremented version to 0.11.143.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
f7e5b2af176b4d6a1eb5b15850591a28b1a3d95f	2023-10-04	Merge commit '3bbdbc6c6f30630b463ffd6076b91770c20dc750' into HEAD			0
3bbdbc6c6f30630b463ffd6076b91770c20dc750	2023-10-04	Merge branch 'lin32/16-clangfe-namespace' into 'lin32/16-clangfe-namespace-dev'			0
6747d989b2888144e002bb0557103abcfe4b6f5d	2023-10-02	(ClangFE) added support for static data member	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	1
cfc8cca4337606f5fcef5fd5d5a21bdb5d21a371	2023-10-01	(ROSE) Incremented version to 0.11.143.0	area:cmake;inventory:autotools	autotools;topfiles	2
da14aeccf8d1630ec1d96652cf8672a7061e2a52	2023-09-28	(Release) Incremented version to 0.11.142.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
c59d7dcf6a17aadbd1b467da52e524a674b7c99b	2023-09-28	(Documentation) Added documentation for Sawyer::Tree	area:src;src:util	src/util	1
b6da30065ad2ad3f028ebd56a9d6c64840a4e620	2023-09-28	(Support) Functions for sorting parallel vectors	area:src	src	1
dbfb4a2d783e2a37c562d4a5092544dc3c9cae4e	2023-09-27	(Release) Incremented version to 0.11.142.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
773a7f75cb96cc346f87a04c555cc9a883efae62	2023-09-27	Merge commit '3bf6951d35a6b2aa25e1df948c16e0ba87caa85e' into HEAD			0
3bf6951d35a6b2aa25e1df948c16e0ba87caa85e	2023-09-25	(ByteCode JVM) Allow multiple class files in a binary specimen	area:src;src:rose	src/Rose	7
244e160da2603f5d88211e0c49647b3be2edebda	2023-09-24	(ROSE) Incremented version to 0.11.142.0	area:cmake;inventory:autotools	autotools;topfiles	2
f4663412df708f9c3373b996966f43c3abc9f8dc	2023-09-21	(Release) Incremented version to 0.11.141.6	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
fbf6fae8a0af68656c1b703946cbeea878f51706	2023-09-21	Merge commit '1b975bbd800fa3f491058552e426c2427b1a8740' into HEAD			0
1b975bbd800fa3f491058552e426c2427b1a8740	2023-09-21	(ByteCode JVM,CIL) Add class name to method name in function CFG header	area:src;src:rose	src/Rose	6
76de9b3210b39a01d908b364d84b7c9d5a1f5933	2023-09-21	(Release) Incremented version to 0.11.141.5	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
8d49ccd29cda9de398ac3007105aeacc2eba9647	2023-09-21	Merge branch 'lin32/13-cmake-for-ada-frontend' into 'lin32/13-cmake-for-ada-frontend-dev'			0
6c8964c09e55cf5764fa8cebb96953e310fc2df1	2023-09-21	(Ada, CMake) added CMake support for Ada frontend	area:src;drop:frontend-other;src:frontend	src;src/frontend/OTHER	5
2613538247c121faa6cb1673dde9fc54a0598028	2023-09-20	(Release) Incremented version to 0.11.141.4	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
001d3767f213c7b5e55b991e1dcc2ba821b5afde	2023-09-20	Merge commit 'cf8000d5b6084fefc0fccefd9dbd2465824c0e78' into HEAD			0
cf8000d5b6084fefc0fccefd9dbd2465824c0e78	2023-09-20	(ByteCode JVM) Implement JVM multianewarray instruction	area:src;area:tests;src:rose	src/Rose;tests	8
0984c7c462d864e3f5487504e75575de89ce2cf0	2023-09-20	(Release) Incremented version to 0.11.141.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6942c9520d1b01546697f347bb41ede8db4cadb0	2023-09-20	Merge commit '650c04ae6ff3786b5a8583886250f015381a8a0c' into HEAD			0
650c04ae6ff3786b5a8583886250f015381a8a0c	2023-09-20	(Ada) support Ada Aspects	area:src;area:tests;drop:frontend-other;src:backend:unparser;src:frontend;src:rosetta	src/ROSETTA;src/backend/unparser;src/frontend/OTHER;tests	12
22fcc1cde8d7072f71937396189ea2c4018a9d92	2023-09-19	(Release) Incremented version to 0.11.141.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ac2eb745f755bb46395d5231a64b32e024193cf9	2023-09-19	(ClangFE) fixes for NamespaceDecl and CXXRecordDecl	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	2
b18c585459e8269ee0981f8f0b2d466368de12af	2023-09-19	(sageBuilder) added buildNamespaceAliasDeclarationStatement	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	2
cc00e8121ba22866af79afd5265f04c8c1d883e8	2023-09-19	(ClangFE) namespace support for ClangFE	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	4
5c46478a4618c8ce97dd16de9608e636041fe74f	2023-09-19	(ByteCode JVM,CIL) Implement JVM wide instruction	area:src;drop:frontend-other;src:frontend;src:rose;src:rosetta	src/ROSETTA;src/Rose;src/frontend/OTHER	7
97fd190d99ead7ba3c326a08c699332711f0024f	2023-09-18	(Release) Incremented version to 0.11.141.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6725b8f8313efc40f7c04a03ac48dcdf8181bb98	2023-09-18	(Rose) Cleaned up some compiler warnings	area:src;drop:frontend-other;src:frontend;src:frontend:sage;src:midend;src:rose;src:util	src/Rose;src/frontend/OTHER;src/frontend/SageIII;src/midend;src/util	45
94c3a2fabeb91bbee13ecaa44193d75832f39432	2023-09-17	(ROSE) Incremented version to 0.11.141.0	area:cmake;inventory:autotools	autotools;topfiles	2
8774c6731fbbbca6651432e17aafb6ca7ec08717	2023-09-17	(Release) Incremented version to 0.11.140.18	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
616934140ba0bb5b3443dad4229be045f89d0ce4	2023-09-17	(ByteCode JVM) Configure with --with-alloc-memset=3	area:src;drop:frontend-other;src:frontend;src:rosetta	src;src/ROSETTA;src/frontend/OTHER	7
65eab5b6f4431130d6057b2b121e45020cef0fda	2023-09-08	(Release) Incremented version to 0.11.140.17	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
477cf19b056462c118f6700e6222373641987c8b	2023-09-08	(Ada) Inherited signatures in discr. formal types	area:src;drop:frontend-other;src:frontend;src:frontend:sage	src/frontend/OTHER;src/frontend/SageIII	5
07d8095f9f2e1ff1e8c70b2dc564a2ee7dd3ffe0	2023-09-07	(Release) Incremented version to 0.11.140.16	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
774a1d18f2e98df954bab7aab62613fd45c5c70b	2023-09-07	Merge commit '2cc7e69ed3f1593f244e2fe2c598cb444018d8d5' into HEAD			0
0a8369f6ae5e6e255913ffca0ffa75582bd147a5	2023-09-07	(Release) Incremented version to 0.11.140.15	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
f2a5b252aa533a2b221e8e8b4e245efa8469450f	2023-09-07	Merge commit '09063f56e73a4e53af19071d9295373c6d251a08' into HEAD			0
8222f3b703a082ea65274c41d012ba00f9baeba7	2023-09-07	(Release) Incremented version to 0.11.140.14	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
f87be9a216a0806af2cda9ffa5c2e1c943759e9e	2023-09-07	Merge commit 'b13cbd563f217c835bd7d6cdf57550c82ddf58c7' into HEAD			0
2cc7e69ed3f1593f244e2fe2c598cb444018d8d5	2023-09-07	(Jovial) Configure with --with-alloc-memset=3	area:src;src:rosetta	src/ROSETTA	1
09063f56e73a4e53af19071d9295373c6d251a08	2023-09-07	Merge branch 'lin32/15-clangfe-self-reference-class' into 'lin32/15-clangfe-self-reference-class-dev'			0
b13cbd563f217c835bd7d6cdf57550c82ddf58c7	2023-09-07	(Ada) support discriminated formal types	area:src;drop:frontend-other;src:backend:unparser;src:frontend;src:rosetta	src/ROSETTA;src/backend/unparser;src/frontend/OTHER	7
fa1eb4d9fa079ae9b9a06439fa050d45cd20786c	2023-09-07	(Release) Incremented version to 0.11.140.13	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
68ec79041bc53e47824914bb4904709846001b29	2023-09-07	Merge commit '5396f063c869a76172b25c3eda33be6b3aa397db' into HEAD			0
5396f063c869a76172b25c3eda33be6b3aa397db	2023-09-07	(Tup) Added missing source and header file	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	1
723feb29c8ff703343352f6b80ae48ff3cf4f8ff	2023-09-07	(Binary Analysis) Fixed a bug in MemoryMap::align	area:src;src:rose	src/Rose	1
1bde2089a1fbc1ee9743179e0a384c289971ab3a	2023-09-07	(Release) Incremented version to 0.11.140.12	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
0508d1e96dc3759dd2e53556e614080963094d64	2023-09-07	(Jovial) REF Label	area:src;drop:frontend-other;src:backend:unparser;src:frontend	src/backend/unparser;src/frontend/OTHER	9
20a42188cd79fd2ad8c67e833b1cd81f7ce66e9e	2023-09-06	(Release) Incremented version to 0.11.140.11	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
58e39790537aa3f708081bee3fcb1c75b736ad9e	2023-09-06	(ByteCode JVM,CIL) Basic block is NULL	area:src;area:tests;src:rose	src/Rose;tests	3
d7de99ba8efbef0c43b03b6415407294a69249dd	2023-09-06	(Release) Incremented version to 0.11.140.10	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6464456426bff93a0188b57c72b422d3bf0a110e	2023-09-06	(ByteCode JVM) Unknown instruction kind 171 error while analyzing Java class	area:src;area:tests;src:rose	src/Rose;tests	4
3337ffaf81c4216a742140beaafd1099a8a221dd	2023-09-06	(Release) Incremented version to 0.11.140.9	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ddc3e6a4f06430dc8355efc4f948b337d62c53c6	2023-09-06	Merge commit '7f7e654a425517119d4300da42a60fe7ffabee10' into HEAD			0
7f7e654a425517119d4300da42a60fe7ffabee10	2023-09-06	(Jovial) REF Label	area:src;src:rosetta	src/ROSETTA	3
688ab1bf68213a9567316cf0cf43fe86090f60ef	2023-09-06	(Release) Incremented version to 0.11.140.8	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
96a148beb823a2ae9d6ef027e40b9f34f93b12c3	2023-09-06	Merge commit 'f5679b2da3c1861fe502a3a54bf025347c0cbabc' into HEAD			0
f5679b2da3c1861fe502a3a54bf025347c0cbabc	2023-09-06	(Ada) operator generation uses scope hint	area:src;area:tests;drop:frontend-other;src:frontend;src:frontend:sage	src/frontend/OTHER;src/frontend/SageIII;tests	12
12381b2b7f848c48d5ff40bf5e10875134435838	2023-09-05	(Ada) support separated generic routines	area:src;area:tests;src:frontend;src:frontend:sage	src/frontend/SageIII;tests	8
b7f768e21378f13c59fde805f6f6e1066a556016	2023-08-31	(Release) Incremented version to 0.11.140.7	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
603964bdb777c9afdf6890f02a0e2a14317a5a70	2023-09-01	(token) identifying problematic test cases	area:src;area:tests;src:rose	src/Rose;tests	25
6637a14774dbd072e31b69869898690937ff1112	2023-08-31	(AST) Non default CTOR for SgSourceFile did not initialize new members (firstStatement/lastStatement)	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	1
f7265abac65379b2216b04538915c319588eed93	2023-08-30	Merged WIP merge into master after partial merge			0
48349231bb01f14de41881fdfd684413290c5e20	2023-08-29	(Release) Incremented version to 0.11.140.6			0
16e660736d311f2ac6898c8d3690dc5a167f02a5	2023-08-29	(Release) Incremented version to 0.11.140.5			0
acb0ed613ac35831861f5fb79d08b2baafc65174	2023-08-29	(Release) Incremented version to 0.11.140.4	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
d98d876c2769d5195628733ccba2763e7cddd2e3	2023-08-29	Merge commit 'a5f9cc02c74d20767a0ee8f60274c561c37e8973' into HEAD			0
e200af260501448beaa3802ebf610fbe65fd4a5e	2023-08-29	(Release) Incremented version to 0.11.140.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
24ecb69d682d2078f0e72189412e3379cf4babd0	2023-08-29	Merge commit '109fb5682a72e2e53dc1478f1550a8bbbcd84481' into HEAD			0
506973756760746576c72d66d414cbfe26f1383c	2023-08-29	(ClangFE) fixed support for self-reference class	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	1
8fa41d02f89f7b84315261672b3ac3998978045f	2023-08-29	Merge remote-tracking branch 'origin' into exp-norm-dev			0
74c7bcc41fef6e4fd5f81aefac78eacbf13623d8	2023-08-29	Merge remote-tracking branch 'origin' into liao6/outliner-dev			0
6b01367819405d4e675a1479c3de025c657ae5bb	2023-08-29	(Release) Incremented version to 0.11.140.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
37f50a2353b2b568379edaf70f9cc2b7497a8ad6	2023-08-29	Merge commit '3a1981a336a0d8056872128001981df7a71650db' into HEAD			0
5b450fafd84d2829dc4613cc39472465cef9896b	2023-08-29	(Release) Incremented version to 0.11.140.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
1fe3a962e72173395bb3390f02fb09958c4482b2	2023-08-29	Merge branch 'develop' into exp-norm-dev			0
beb32a06993c57c6adc8d25653ea2bb89249d9fb	2023-08-29	(ROSE) Incremented version to 0.11.140.0	area:cmake;inventory:autotools	autotools;topfiles	2
7318e0ab356663e0bb1a4a18dbf079608795c357	2023-08-29	(Release) Incremented version to 0.11.139.6	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6075fa6cb8bc98f44554cc2f251d85a5e4002c0b	2023-08-29	(Jovial) IF Statement no begin	area:src;area:tests;drop:frontend-other;src:frontend;src:thirdparty	src/3rdPartyLibraries;src/frontend/OTHER;tests	5
58159f58a109c1444e2d2e146200f73f5d2cf37c	2023-08-29	(Release) Incremented version to 0.11.139.5	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
50ba8312299dd539508ac2cadd8bea73ab1031d4	2023-08-29	(Release) Incremented version to 0.11.139.4	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ef54ac5b0206163a0aeef4bf660962e53c45837b	2023-08-29	(Ada) get_name support SgFunctionParameterScope	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	3
dbd15af23cd3c9c0fe4a40a122adb5e9b0e711e8	2023-08-29	(Ada) wip	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	1
1586659142f6289313cd831653fef1fcf52f40f4	2023-08-29	(Release) Incremented version to 0.11.139.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
2565056c4efb1e8b3e600bd08b0d1c454cbab9fe	2023-08-29	(ClangFE) fixed policy violation and static message facility	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	10
2c1ac243e55b5512ea0f4e836c2c683232487f33	2023-08-29	(ClangFE) Applied Sawyer diagnostic messages in ClangFE connection	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	10
5b4a6001e425c983c759c9f7e447aa8442ea0595	2023-08-29	(ClangFE) added missing switch for CXXMethodDecl in ClangToDot	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	1
d0eaae4a3abd6101fae87f04ba12a1a648af6580	2023-08-29	(Release) Incremented version to 0.11.139.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
802afcb63e32a2d80eb3d5f629d1b91bba2fee41	2023-08-29	(Jovial) REF Label	area:src;area:tests;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage;src:rosetta	src/ROSETTA;src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII;tests	12
d13ece7891d9fe3d0698d6cbec355c378e155660	2023-08-29	(Release) Incremented version to 0.11.139.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ff18aa3cd2c8633f12c9aeb66cc763a563e1ca3c	2023-08-29	(ClangFE) added support for VisitCXXMemberCallExpr	area:src;src:frontend;src:frontend:clang	src/frontend/CxxFrontend/Clang	2
8bf34509f7f8dadb1b27e989bbe0b374931a3b61	2023-08-29	(ROSE) Incremented version to 0.11.139.0	area:cmake;inventory:autotools	autotools;topfiles	2
30e3b3f2332b830992fb638e870f93e7f58b4d1a	2023-08-29	(Release) Incremented version to 0.11.138.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ff6e8ab163627d6c1d77083182e2e1682176eb53	2023-08-29	Fatal error in bat-ana Partitioner while parsing C# binary	area:src;src:rose	src/Rose	8
6ca50918434680059c6f77d525c804e60a70271b	2023-08-29	(ROSE) Incremented version to 0.11.138.0	area:cmake;inventory:autotools	autotools;topfiles	2
61d58473ad07a61c95bb8d1e961a0613e73bee85	2023-08-29	(Release) Incremented version to 0.11.137.3	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
094af1703c03035958632dc2a5f5559a64a80e9b	2023-08-29	(Jovial) Fix enum_val, implement builtin variable BITSINPOINTER	area:src;area:tests;drop:frontend-other;src:frontend	src/frontend/OTHER;tests	4
6137e4ce83e4575d4dec833eedcfdad2b9c70b41	2023-08-29	(Release) Incremented version to 0.11.137.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
