commit	date	subject	tags	groups	file_count
d45f32c0b2b38f991f9e511a10fc926c17056983	2021-11-09	Merge commit '1afe71601aff190801c9c8dbadb7c80c8a7d8844' into HEAD			0
eb786bbed8600999926304f5d49812c77f898058	2021-11-09	(codethorn) normalize C++ member functions		projects	10
2e55b073a6b0d3e69d7ecb2da252bde681c987bf	2021-11-09	(codethorn) normalize member functions and calls		projects	1
1afe71601aff190801c9c8dbadb7c80c8a7d8844	2021-11-09	(unparser) updated a few enumerate type names for Ada	area:src;src:backend:unparser	src/backend/unparser	1
05e1529e969d9ce1b99c3c312a2ff125bf786d26	2021-11-09	Merge branch 'develop' of https://rosecompiler2.llnl.gov/gitlab/rose-compiler/rose into develop			0
3321396de5825b6f6475abbd5a7f5925aa5e6880	2021-11-09	(Release) Incremented version to 0.11.55.2	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
57f4a38d3651d7b9369938eb11301974d4eab2da	2021-11-09	(codethorn) v1.33.34c		projects	1
40410902dafa1fc71f0b259d3c82086f08a6dc63	2021-11-09	(codethorn) merge with dev branch			0
c0f73148d55b5d33af2b99b1cc92b00a594f9355	2021-11-09	(codethorn) removed dot conversion in check-commandline-options		projects	1
840e904b167e28e6fbf2d522e0cf32d2110dea3e	2021-11-09	Merge branch 'master' of ssh://rosecompiler2.llnl.gov:10022/rose-compiler/rose			0
6bd50cb0befbea0f112a12f9d8b5d82f4cf94020	2021-11-09	(codethorn) merge with dev branch			0
d6cd6a3fe6c5eae3dfa127a46f433665b6a21eeb	2021-11-08	(codethorn) v1.13.34 invalid label handling		projects	2
85d13f25f69979226dd647388d5786f94b91c92d	2021-11-08	(Release) Incremented version to 0.11.55.1	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
e0d032adc8dd1368856ffe52f2b096a848b29df1	2021-11-08	Testing -Werror (on RHEL8 native)	area:src;inventory:autotools;src:frontend;src:frontend:sage	autotools;src/frontend/SageIII	3
25e961b4bc8ec2b01b2954684ebef422ecea9a47	2021-11-07	(ROSE) Incremented version to 0.11.55.0	area:cmake;inventory:autotools	autotools;topfiles	2
4c67c23f36e865a5db58ca863412e61315f94e16	2021-11-03	(Release) Incremented version to 0.11.54.44	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
436fdd039fc587e383eb8e7c30e6cfeda3eb1292	2021-11-03	Merge commit '58965567893a1ccf980f570cbe9892d5ec5d49dc' into HEAD			0
58965567893a1ccf980f570cbe9892d5ec5d49dc	2021-11-03	(codethorn) v1.33.33		projects	1
afbdfc0cbc60b9070233b88fa462385fd338d790	2021-11-03	(codethorn) removed debug output in AbstractValue		projects	1
13eb907528613a9575d2edd587eb4ceb74733a46	2021-11-03	(Release) Incremented version to 0.11.54.43	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
6435866f1113a7944576b5134c58d2f344739dae	2021-11-03	(klocwork) Resolve klocwork UNINIT issue 1506	area:src;src:midend	src/midend	1
20b289faf645b36e8c2e4c5577b3fbb80fb9834c	2021-11-03	(Release) Incremented version to 0.11.54.42	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
b711c24863b82494814cea07fec4dc9d9eed0b15	2021-11-03	(Model Checker) Fixed std::range_error in call stacks	area:src;src:rose	src/Rose	1
d5b013753a0d821d314b771eed6288f6c4b40632	2021-11-03	(Engineering) Fixed Klockwork detections for binary analysis	area:src;drop:frontend-other;src:frontend;src:rose	src/Rose;src/frontend/OTHER	12
9374755b428ef1e0895fc2988a12a6f59af482fb	2021-11-03	(Model Checker) Print more info about path constraints	area:src;src:rose	src/Rose	3
19d0d7b9870fbedab27f3fd578f1afe60bdebbe0	2021-11-03	(Portability Testing) libquadmath is needed on CentOS-8/RHEL-8		projects	1
67e1c50ad27918d7ff2d4f733d3447ccfdc6f63e	2021-11-02	(Release) Incremented version to 0.11.54.41	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
87f875695e334559f78e59cb80945a397ed74231	2021-11-02	Merge commit 'd41a37156db6789ac544cec51ed1e06e050c5692' into HEAD			0
7443b931e2b8294d06ccd6fc03a5ea1c6857ccfd	2021-11-02	(Release) Incremented version to 0.11.54.40	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
17c70fb63faed37ca68771b9868c7b1cade5b0c4	2021-11-02	Merge commit 'fa2b581fed80508242e746d5a10c075093e3d03c' into HEAD			0
277b33a3936bc2e255f845cacca4fe57814d4b36	2021-11-02	(Release) Incremented version to 0.11.54.39	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
85ea92e04bc59d189408da83b0e5154d6feff487	2021-11-02	Merge commit '0d9a33d26852d2995b886406728274f6d81eb96b' into HEAD			0
02540559be17ae33b8368e577a21ae68febe2735	2021-11-02	Merge branch 'master' of https://rosecompiler2.llnl.gov/gitlab/rose-compiler/rose into develop			0
e6a70d7a6090d7ae6f15d3f57b67bbb9dda2e673	2021-11-02	(unparser) skip some ADA AST generated from system packages	area:src;src:backend:unparser	src/backend/unparser	4
d41a37156db6789ac544cec51ed1e06e050c5692	2021-11-02	(Support) Upgrade to latest Sawyer release	area:src;src:frontend;src:frontend:sage;src:rose;src:util	src/Rose;src/frontend/SageIII;src/util	6
04ee222d9556cfca1e018d9cce9259d74bcafbd3	2021-11-02	(Portability Testing) Script to show all warning types		projects	3
af8fdc1705f5992df1247c502b018054cc98542a	2021-11-02	(Model Checker) Track how many expressions are truncated	area:src;src:rose	src/Rose	5
fa2b581fed80508242e746d5a10c075093e3d03c	2021-11-02	(Ada) consistent names for sage node variants	area:src;src:backend:unparser;src:rosetta	src/ROSETTA;src/backend/unparser	2
0d9a33d26852d2995b886406728274f6d81eb96b	2021-11-01	(thorn3) added initial version of thorn3 for generating ast term files.		projects	2
7320525b4c7ecfada021af75297923167a9f4a9d	2021-11-01	(rose) AstTerm: added support for sharing and/or cycle detection in type info	area:src;src:midend	src/midend	2
5561107f00d72b68acb9921fc4645b637d197fbf	2021-11-01	(Release) Incremented version to 0.11.54.38	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
87163af820aa730a2c04ad1f550c579dfc5493ac	2021-11-01	(codethorn) refactored local-edge transfer and arrays-not-in-state		projects	2
2f22ec66195bdfaec9fc6e6278906fbc3047b009	2021-11-01	(Ada) scope qualify instantiated declarations	area:src;area:tests;drop:frontend-other;src:backend:unparser;src:frontend	src/backend/unparser;src/frontend/OTHER;tests	7
66ce6653798f8fa650144878bd7281b0c5197099	2021-11-01	(codethorn) add explicit support for return-variable		projects	4
4d38b0c1d587b868b40041560d9fdf876efb5bef	2021-10-31	(codethorn) improved handling of global var initializers		projects	6
eb975a77cf9bfa257b8be7a2cdedf44b6caff8bb	2021-10-29	(Release) Incremented version to 0.11.54.37	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
a7260e655d3c2c5d07be9e602b25e091328e890c	2021-10-29	Merge commit '793186817ed5e14731a09971c256f0edc7a89065' into HEAD			0
3cfbb537fe0db5587093a04fb04d2fc7324c1378	2021-10-29	(Release) Incremented version to 0.11.54.36	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
f0441f179802f22543ed8e03536a180a7175c345	2021-10-29	(Binary Analysis) Improved local variable detection analysis	area:src;src:rose	src/Rose	10
fef51652717107883eec9ed024531d9478ce5057	2021-10-29	(StringUtil) More escaping for YAML strings	area:src;src:rose	src/Rose	1
9d3c080a19ced84e13b5c0c878c6475c57155d59	2021-10-29	(Portability Testing) Increased free space for testing ROSE		projects	1
afc375b80c8709be71c6a5aa88cfecc40d383516	2021-10-29	(Portability Testing) Changed default error message		projects	1
42158ebc6f28cc85e8b816e5ba60e6c5af8fdb33	2021-10-29	(Ada) Represent enumerators in derived enums	area:src;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage;src:rosetta	src/ROSETTA;src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII	6
b6002706a6a9cad7aba917668dbadd38ef7f182f	2021-10-29	(Release) Incremented version to 0.11.54.35	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
d181d9546478398901f7f038cf046b09efd9e807	2021-10-29	Merge commit '159d8a9ab4faca82077f0a15d0858428c7b3c90d' into HEAD			0
159d8a9ab4faca82077f0a15d0858428c7b3c90d	2021-10-29	(unparser) Unparsing of no_reorder GNU attribute	area:src;src:backend:unparser;src:rosetta	src/ROSETTA;src/backend/unparser	2
793186817ed5e14731a09971c256f0edc7a89065	2021-10-29	(codethorn) bugfix char array initialization and out-of-bounds analysis		projects	5
6f8ae9a3785a501dbbdf39acd16077824733f88f	2021-10-28	(codethorn) eliminated SPOT dependency in Visualizer		projects	6
1dbac412030f790558c5af98e3342b76d4a167a6	2021-10-28	(codethorn) added RC_1107 test		projects	2
67ae7d5dcfe68dea350d6e9ac7a1d10637915b14	2021-10-28	(Release) Incremented version to 0.11.54.34	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
22c4c56b7b7190f654f7bc2c0ffc3bbfadfd0609	2021-10-28	(Ada) updated AdaTest.mk	area:tests	tests	1
63decd375d5974fe990d1fc4e2cb3139044a8a58	2021-10-27	(Release) Incremented version to 0.11.54.33	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
66b8a38d3f405bf348f72efcd5990919848e4a2f	2021-10-27	(Ada) add support for inherited subroutines	area:src;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage;src:midend;src:rosetta	src/ROSETTA;src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII;src/midend	16
517985222d325dc4ddab46b02c211328652db11d	2021-10-27	(Release) Incremented version to 0.11.54.32	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
2ac8010611dfc5d6c067f941f72c6a1738b21ee6	2021-10-27	Merge commit '72045a1182735bb00115bca8b260c715f5f29db1' into HEAD			0
72045a1182735bb00115bca8b260c715f5f29db1	2021-10-27	(Util) Regenerated enum-to-string functions	area:src	src	2
4117bf0e319473b6fb863a4f69ab3102a643c24a	2021-10-27	(Sawyer) Stringify-enums handles C++11 enum classes	area:src;src:util	src/util	1
859f23dd769508b8c84c4c7886a5c8723458b171	2021-10-27	(C++11) Removed the ROSE_OVERRIDE and ROSE_FINAL shims	area:src;area:tests;area:tools;area:tutorial;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage;src:midend;src:rose;src:rosetta;src:util	projects;src;src/ROSETTA;src/Rose;src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII;src/midend;src/util;tests;tools;tutorial	175
c010ddfc0c6bc285dbad8878d6733247ea34deb5	2021-10-27	(Util) Minor re-org of sage3basic.h, prepping for some cleanups	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	1
7f1db114ff78d400035a15dfcb15ceb94ac14d3f	2021-10-26	(Portability Testing) Removed unused files		install-staging	1
1486533e4820008472758fe7489c0b02fe2459c3	2021-10-26	(Release) Incremented version to 0.11.54.31	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
29ca496e536074806670fc1036c500f0f6cdd207	2021-10-26	(Model Checker) Variable detection only if active instruction	area:src;src:rose	src/Rose	1
0b0c8725a48471b470202a351e63f50cd49d89f8	2021-10-26	(Portability Testing) Better diagnostics when no error reported		projects	14
ebb0e60f06af238504110598da0ee195e2fca993	2021-10-26	(Portability Testing) Bug fix for matrix-test-result		projects	1
f33984818b9b49e9f9d2e22abc24cb1b79000d05	2021-10-25	(Release) Incremented version to 0.11.54.30	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
2ae29a003087e0cd009a04ca3be5e041dce5ac71	2021-10-25	Merge commit 'e1e6e7179b5ad6d80494b363f01eb4cdaf042587' into HEAD			0
e1e6e7179b5ad6d80494b363f01eb4cdaf042587	2021-10-25	(codethorn) v1.13.32		projects	7
927188088142d48d30255153f83063d172bad2ea	2021-10-24	(codethorn) fixed unused variable warnings		projects	11
1a1c52ac5a87ba3588397901167e84fd3531242d	2021-10-24	(codethorn) fixed all warnings in EStateTransferFunctions		projects	1
1b3a3951bb7ec07291dc298e99d68cbdd0ab0f23	2021-10-24	(codethorn) removed default constructor in class TransitionGraph		projects	2
8c62845acc02f266b1fe8a27570ec7c4bc7621c2	2021-10-24	(Release) Incremented version to 0.11.54.29	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
945cad560be87543b98afefc91b12876a8dda7de	2021-10-24	(codethorn) v1.13.31		projects	1
078ccf788ab8cde8cedcda802a6e019fe6e0a830	2021-10-24	(codethorn) merge with dev branch			0
e04b36c07d2b9d265b58223dc787a3c16234e45f	2021-10-24	(codethorn) v1.13.31		projects	3
eb16e724ce56b1eb9734a1bae3d6e8d40f3cdfc6	2021-10-23	(Release) Incremented version to 0.11.54.28	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
370b1b925a71545a0baacbda604eafc1b42d7026	2021-10-23	Merge commit '285ad5ea44eed0a4e65c4d85d33fca350a261e04' into HEAD			0
285ad5ea44eed0a4e65c4d85d33fca350a261e04	2021-10-23	Merge remote-tracking branch 'llnl-dev/schordan1/RC-1103-codethorn'			0
68ec56ffd3cedfe007849c476fd4e75cbc555da0	2021-10-23	(codethorn) resolved merge conflict		RC_1096b.c	1
84e273804af11a9ea11bd276a154ecb879b6a7ae	2021-10-23	(codethorn) bugfix for reported TransitionGraph hash issue		projects	2
2c0128b4fcb4525736aca5c97cdc5a036db5b955	2021-10-22	(Release) Incremented version to 0.11.54.27	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
95153f76c0b0557cf85bffcab5dedaf16a1af092	2021-10-22	(configure) Added generated builtins for c	area:tests;inventory:autotools	autotools;tests	3
609c9e2106a338a0fab9c2e35194999702d72bb8	2021-10-22	(Release) Incremented version to 0.11.54.26	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ffd297b419ead7e2bf2febfe873822e1f8150c3a	2021-10-22	Merge commit '93f1983453ddb7d213ff1b3881c7db5c5df3a154' into HEAD			0
02d88171aa00ded0f99e820b6377a2c5916a8343	2021-10-21	(Release) Incremented version to 0.11.54.25	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
b51c3ced5a12c8085fa69e8befe02616ec404096	2021-10-21	Merge commit 'bc505e2274f0f6930b215e7bf2f12dcc5a42b3ad' into HEAD			0
bc505e2274f0f6930b215e7bf2f12dcc5a42b3ad	2021-10-21	(Ada) Added test formal_procedure_declaration.ads	area:tests	tests	1
93f1983453ddb7d213ff1b3881c7db5c5df3a154	2021-10-21	(Ada) Support references to task types	area:src;drop:frontend-other;src:frontend;src:frontend:sage;src:rosetta	src/ROSETTA;src/frontend/OTHER;src/frontend/SageIII	3
d5c2e046f26989dc22d91e5e6dd4a00bb5956b38	2021-10-21	Merge branch 'master' of ssh://rosecompiler2.llnl.gov:10022/rose-compiler/rose into RC-1087			0
6e47ba9bc1f761465e0226bc5d2df23896ac16f4	2021-10-21	(Ada) Fixed ASIS adapter to use ASIS.Extensions.Formal_Subprogram_Default	area:src;area:tests;drop:frontend-other;src:frontend	src/frontend/OTHER;tests	3
c4fe62eaafcdf2ba73bf80fd0fa481ebf4794daa	2021-10-21	(Release) Incremented version to 0.11.54.24	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
481250dd4d5246a67e26be2163658e49a047a35d	2021-10-21	Merge commit '94f8537caf58649517b503f171ab9b957ae41a58' into HEAD			0
7cb7d172d3e245e4b43f8f454d031534708ce3e7	2021-10-21	(Ada) Enable generic proc/func units	area:src;area:tests;drop:frontend-other;src:backend:unparser;src:frontend;src:frontend:sage	src/backend/unparser;src/frontend/OTHER;src/frontend/SageIII;tests	9
94f8537caf58649517b503f171ab9b957ae41a58	2021-10-21	(SageInterface) splitVariableDeclaration() supports aggregate initializer	area:src;src:frontend;src:frontend:sage	src/frontend/SageIII	1
7024dbbe46e705d3138d47aa5d2275c0cbbe3995	2021-10-20	(Release) Incremented version to 0.11.54.23	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
12113639b5ffb912eeed227bdaa8ca9f6fbce796	2021-10-20	Merge commit 'd37183439d3fd735a0591c680509f29dca269b89' into HEAD			0
dfc2a14e5005c0fcf99580c8f13493282f185d60	2021-10-20	(codethorn) Merge branch 'si_stgvis'			0
4199def295071cb6b9939f4cfa192aaed6346ff1	2021-10-20	Merge branch 'master' of ssh://rosecompiler2.llnl.gov:10022/rose-compiler/rose			0
d0332eb1affef92ab29afc38340345b492775e23	2021-10-20	(Release) Incremented version to 0.11.54.22	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
135db027de2a2528d803fd50e593ccc3d7bc3e16	2021-10-20	(Binary Analysis) Fixed symReadWrite test	area:tests	tests	2
543189fcbb4c95742ff823ccc7b000818fa5ac91	2021-10-20	(Tup) Added -lboost_atomic to linker command-lines		Tuprules.tup	1
d7dd7c55bfb35fa1af3300570ac6f6b7ced9c922	2021-10-20	(Portability Testing) Makefile bug; free space; TOC		projects	4
d37183439d3fd735a0591c680509f29dca269b89	2021-10-20	(codethor) merge with dev branch			0
f3dd63c749f3cdfe828b7a11e542370621695d29	2021-10-20	(codethorn) v1.13.30		projects	1
2d9d2e69aae797f2619c0c3d0d9b9cc85af60ebb	2021-10-20	(codethorn) fixed bug in warning		projects	1
d7439b3f71b43b14219814acfbd2eda3506080d8	2021-10-19	(codethorn) v1.13.30		projects	5
c473925db2e4256fa150a14420549d56e6b9699f	2021-10-19	(codethorn) added option --reduce-stg and make target check-stg		projects	4
3c355c29e3c67e2b7c4ae0505b9361d48db817ab	2021-10-19	(codethorn) added option --reduce-stg and make target check-stg		projects	4
e2b327ca37b5d75695b66c0c0e658e086e707bb8	2021-10-19	(Release) Incremented version to 0.11.54.21	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
49261d0f5778620b23802e378c2128a839fa8acd	2021-10-19	Merge commit 'b29c0951b58460d96115946c91d8600f912276b6' into HEAD			0
b29c0951b58460d96115946c91d8600f912276b6	2021-10-19	(codethorn) merge with dev master			0
2247b24a70dd340c6da6e2cf07bea8180fdb5776	2021-10-19	(codethorn) v1.13.29		projects	4
f63162131db6b6c00f928b0d20f7bb29a8e21042	2021-10-19	Merge branch 'master' of ssh://rosecompiler2.llnl.gov:10022/rose-compiler/rose			0
2f27f82e7f3c8c8dc562f311c3a7bfb3f9da1bd7	2021-10-18	(Release) Incremented version to 0.11.54.20	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
b1604e9a5a38da8c386ad5f4367597d3f19b7de1	2021-10-18	Merge commit 'ac9d07ca909282b04d64faca06fe5d1e571cf35a' into HEAD			0
ac9d07ca909282b04d64faca06fe5d1e571cf35a	2021-10-18	(codethorn) fixed DOM regression tests		projects	5
a47ffc6d6f56d7245ea6be185ad19b271cc9524a	2021-10-18	(codethorn) v1.13.28		projects	9
1488cfba505a691cf38b0034c3c1d700f6b3146c	2021-10-18	(Release) Incremented version to 0.11.54.19	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
189b474edb19ec266c53719010617541004f9ad7	2021-10-18	Merge commit 'c36d8f392d02161f2aeff92387e16ce440fb29a0' into HEAD			0
2feb86e5914b001c1be03b7e2d2b5b9180fd8c57	2021-10-18	(Ada) scope construction	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	2
1e1a961bfed4f7aaeab7591995d7ef61f26def13	2021-10-18	(Ada) Revise task specification translation	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	2
4c4a024d74b574473890924cddf45b92b83c453f	2021-10-18	(Ada) Revise for statement translation	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	1
c36d8f392d02161f2aeff92387e16ce440fb29a0	2021-10-18	(codethorn) Merge branch 'stringbug'			0
41af5aa1b8c9170f76a0e6c34913ddc7b98e9dda	2021-10-18	(codethorn) v1.13.27		projects	9
987eafcea72f246be9de3b7da28277ef60835486	2021-10-17	(codethorn) changed TransitionGraph hash function to use size_t only		projects	4
95d46c2ef1a0d3a16516ece863be4073ba0251d2	2021-10-17	(Release) Incremented version to 0.11.54.18	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
1b9addc671e7c9f879dbe75bdb74a2e26f62cd7e	2021-10-18	(Binary Analysis) Changes for detecting local variables in ppc code	area:src;area:tests;src:rose	src/Rose;tests	5
09a8564bb64106b51836fd3ba78143c846402650	2021-10-18	(Concolic Testing) Removed references to old SqlDatabase API	area:tests	tests	1
5f48a7c4523b8977886559b65d4ab962687c9cb3	2021-10-18	(Binary Analysis) ROSE autotools makefiles lack dlib path	inventory:autotools	autotools	1
ed44353838b3f9df3404ed650cd2d3a6ae5fe210	2021-10-18	(Portability Testing) set $PATH for rose-matrix-status cmd		projects	1
41bb501e723f345221f9419397942adb7aae4694	2021-10-17	(codethorn) array pointer initialization (element size fix)		projects	3
89a991f6ebd5df9c28fe4ee00d5ee618520081c7	2021-10-17	(codethorn) array pointer initialization (element size fix)		projects	3
70e1089387831d55eadc94aae32031b1939079e8	2021-10-16	(Portability Testing) Dittoization applies only to sorted columns		projects	2
358d75345f9c09ef8a43f1fb2d6f0d814708ba48	2021-10-16	(Portability Testing) New tool to show test phase descriptions		projects	4
35907695df8f92df346c0f6accbe0149d2f2c8cc	2021-10-16	(codethorn) array index fix1		projects	2
22946899a5c8e02240154efc4bea1854d5fb987c	2021-10-15	(Release) Incremented version to 0.11.54.17	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
d6c44b0b627282f64e335249c170179174740161	2021-10-15	(Binary Analysis) Fixed segfault in bat-lsb tool	area:tools	tools	1
16d06ca2466a5f7f7c8c16d302e39e1c9a064f13	2021-10-15	(Support) Removed deprecated SqlDatabase API	area:src;area:tests;src:rose	src;src/Rose;tests	7
dbf8d4a946bae232deed290370117a657a748487	2021-10-15	(Binary Analysis) Replaced deprecated functions in tools	area:tools	tools	2
19d3f9b7b74047ba21f8827a2277079ce0370647	2021-10-15	(Binary Analysis) Fixed find-similar-functions to avoid deprecated stuff		projects	1
31fc4dded771375ac1c53b152811843c4f5ed122	2021-10-15	(Concolic Testing) Removed last remnant of DB v1	area:src;src:rose	src/Rose	1
d8e4b30b09adeb63743d7c8139dc919156b4514f	2021-10-15	(Portability Testing) Removed deprecated features from matrix-test-result		projects	4
a825f649d097436f229c8d038a7a1b575bba1d3e	2021-10-15	(Release) Incremented version to 0.11.54.16	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
cd57d88f2e2673ff3637ef5a60b824c366895145	2021-10-15	(Cleanup) Removed GUI tools that used Wt	area:cmake	cmake;projects;topfiles	89
bae54fea36350ba5739277330c609c6beaa6703f	2021-10-15	(codethorn) fixed DOM010 test regression		projects	2
6906cc177a2cf14fd705213cf6984d0b423f1e44	2021-10-15	(Portability Testing) Various new capabilities and debugging	area:src;src:rose	projects;src/Rose	17
2158f0897f5bb5e1e0df624b718e30d5dd118bdf	2021-10-15	(Release) Incremented version to 0.11.54.15	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
ff95f4783ccb3f17646d9490da863519927834d0	2021-10-15	(Code Quality) Suppress compiler warnings in Sawyer	area:src;src:util	src/util	2
ab7e259e8ccba3571d832f084c63f35ca5263ed1	2021-10-15	(codethorn) fixed initialization of array with string literal in abstract domain		projects	3
851a082b90811200f04c8e9f65dbf180fe6d2184	2021-10-15	(Release) Incremented version to 0.11.54.14	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
c69cabb04410047a4bf2a2e847acae050bf3e29a	2021-10-15	(Portability Testing) Rewrote rose-matrix-errors		projects	5
634c44da75fbdc49dcd7545b27ff804701ad6579	2021-10-14	(codethorn) added support for alloca, fixed determineTypeSize		projects	3
741385c5cf25a90d6c4b3767dd512ec616b3c0ee	2021-10-14	(Release) Incremented version to 0.11.54.13	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
a598c7fc55adba157d0c1cf593cf35d9161cfa59	2021-10-14	Merge commit '6d7ead1b8e04aa6ea5c0aa76dfab93a6c5da7de7' into HEAD			0
6d7ead1b8e04aa6ea5c0aa76dfab93a6c5da7de7	2021-10-14	(Portability Testing) Rewrite rose-matrix-{attachments,output}		projects	5
ed7e6a82fecad3803c5a230ad779946d46c465ba	2021-10-14	(Utility) Changed string escapes for postgresql	area:src;src:util	src/util	1
577f688c579d8aa6a4d57dad6c2aa8aeb2b67a60	2021-10-14	(Release) Incremented version to 0.11.54.12	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
4b4a2e750aa87f4a11f520e477401b7d713e7e33	2021-10-14	Merge commit '9a4f3a7ffadddf9ff6f1266f996140dc3422b3cf' into HEAD			0
01887b7aeaa37775bd1a621c103f7fa383ee0ab2	2021-10-14	(codethorn) fixed initialization of string literals in state		projects	1
e389b32916b66f386b6a02aacffcdff9f35870af	2021-10-14	(Portability Testing) More fixes for centos-8		projects	1
9a4f3a7ffadddf9ff6f1266f996140dc3422b3cf	2021-10-14	(Jovial) Added test files for gitlab issue 12	area:tests	tests	3
cb81852310c88cec32e8285a678c276388ed66f2	2021-10-14	(Release) Incremented version to 0.11.54.11	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
fea4eccbb1a4e2b8ea9660723ac19d025f8cd09a	2021-10-14	Merge commit '50d00cc7a7794defffb39b3ab55e99008a596b52' into HEAD			0
50d00cc7a7794defffb39b3ab55e99008a596b52	2021-10-14	(Ada) added unique Element_ID for libadalang nodes	area:src;drop:frontend-other;src:frontend	src/frontend/OTHER	2
ad18a05fab62cc197dacc01c9a7ab031f825d215	2021-10-14	(Release) Incremented version to 0.11.54.10	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
343676531ea03b806c9703b0dfee44f21aaab906	2021-10-14	Merge commit 'f864944e88603c7a38b0875ea4ff5fd8c11c3067' into HEAD			0
8268cb26d30b31faad0024a7c58d62b0dd4e30c4	2021-10-13	(Release) Incremented version to 0.11.54.9	area:cmake;area:src;drop:frontend-other;inventory:autotools;src:frontend	autotools;src/frontend/OTHER;topfiles	4
